schema_version,finding_id,run_id,rule_id,category,severity,source_marker,sink_kind,sink_value,evidence_seq_start,evidence_seq_end,summary
1,finding:v1:000d3f0eab551dab2169744a9229014303d59e18516557e00099f283736c1696,run_575189866600b681e65e8317,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7faef6683000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9068 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 skillsissue-sandbox:local skillsissue-target-run_575189866600b681e65e8317 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 9 mmap  9fce26577564 21299 21300 21300 skillsissue-detonation 4026532401 3127215321 63 4026532404 1430027043 64 python 1 140389435060224 detonation mmap 1430027043 64 1785489242524662474 1785489242525504453 65532,447,447,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:001563b4d3be25d11bae0a2fd5c2c87e3c41b0e679c919c1a4a41c58e253f7b2,run_568975f41c6c610c56857c34,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f82ef293000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9043 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 skillsissue-sandbox:local skillsissue-target-run_568975f41c6c610c56857c34 474188aa7d8d4c4423041f49cf32629852efc39a048b3a8421ba69dc5717e043 9 mmap  474188aa7d8d 21481 21482 21482 skillsissue-detonation 4026532401 2577140007 80 4026532404 2917560309 81 python 3 140200334929920 detonation mmap 2917560309 81 1785490442568299751 1785490442569562363 65532,2293,2293,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:0019d31353a54924a0f0f2fe90e0ec53f2354cc5a5cc6a0b72ceb87137137495,run_010950d84b24536b96dd4893,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7efd73f90000 length uint64 53248 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 8957 b4865856526a6c2ea24f14d20708e9e4ca631dba434859646ddfa49f8b48e321 skillsissue-sandbox:local skillsissue-target-run_010950d84b24536b96dd4893 b4865856526a6c2ea24f14d20708e9e4ca631dba434859646ddfa49f8b48e321 9 mmap  b4865856526a 21562 21563 21563 skillsissue-detonation 4026532401 945518505 71 4026532404 1735023708 72 pip 2 139627037523968 detonation mmap 1735023708 72 1785511571304171237 1785511571357432870 65532,1187,1187,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:00bbd514f97aa1d022f64097154ce9b88ce0d5c9b4aacb8dd6db6165d55b5da9,run_575189866600b681e65e8317,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fc45a50e000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9068 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 skillsissue-sandbox:local skillsissue-target-run_575189866600b681e65e8317 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 9 mmap  9fce26577564 21315 21316 21316 skillsissue-detonation 4026532401 3676498006 79 4026532404 1226702099 80 python 0 140481305567232 detonation mmap 1226702099 80 1785489243334202495 1785489243334921969 65532,2071,2071,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:00c6ba17365cd65e94e8c1fa58f7ad193aebbed6fa338b7d45a421f3460813cf,run_42e4fb13d804a8370305279d,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f05bb5a4000 length uint64 16384 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9007 3fb95fa5199a7f957ad4da3a7d42f9e51fca876986f82cf5d77bb44e00ec7a00 skillsissue-sandbox:local skillsissue-target-run_42e4fb13d804a8370305279d 3fb95fa5199a7f957ad4da3a7d42f9e51fca876986f82cf5d77bb44e00ec7a00 9 mmap  3fb95fa5199a 20625 21253 21253 skillsissue-detonation 4026532310 457029721 1 4026532403 2510138771 61 python3 0 139662594818048 detonation mmap 2510138771 61 1785511566054205260 1785511566093394182 65532,938,938,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:010fa9fc2ce03dfccc619792f29d2290508dbd1b2159b21151d91ef7d7abbac0,run_fb22e62294c823259beace36,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f321eb03000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9559 81137a97f281397b6661b34a32dc7b52d8c371144e5c82ba77fbd354ed85e480 skillsissue-sandbox:local skillsissue-target-run_fb22e62294c823259beace36 81137a97f281397b6661b34a32dc7b52d8c371144e5c82ba77fbd354ed85e480 9 mmap  81137a97f281 23071 23642 23642 skillsissue-detonation 4026532401 3690259274 1 4026532405 1020078630 65 sh 1 139853239955456 detonation mmap 1020078630 65 1785511607655396087 1785511607656381645 65532,534,534,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:011a88c921d6a351f67b4842d792bd963f3df989d050aef4abd2dc11deaf3a08,run_66e83be9ddc6619fedbbb470,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7ff0b6cb8000 length uint64 110592 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 28672 6 9584 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 skillsissue-sandbox:local skillsissue-target-run_66e83be9ddc6619fedbbb470 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 9 mmap  07caffc0c123 23752 23755 23755 skillsissue-detonation 4026532400 1166859791 65 4026532403 2916815430 68 sed 0 140671835668480 detonation mmap 2916815430 68 1785511594431054890 1785511594432131886 65532,1070,1070,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:012e8ba91f4dce37383879ca5dd4b6201ee5b40397b87a78e93123eb41a51067,run_9125d6c238131f78b7c58bd2,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,/proc/meminfo,636,908,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01396c5790e13cf32ec45dea5ac6494e5e30a03aff450b80bdaae662a4f9e36b,run_62eca544fcc9067cda7b7a37,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f05698ab000 length uint64 77824 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9018 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 skillsissue-sandbox:local skillsissue-target-run_62eca544fcc9067cda7b7a37 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 9 mmap  894ef5d139ec 21323 21324 21324 skillsissue-detonation 4026532401 2285009212 70 4026532404 2180882354 71 python 1 139661222260736 detonation mmap 2180882354 71 1785506382193494891 1785506382194360099 65532,1265,1265,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:013b6712fa39b75152e456d8924854c62fa3f72a70bd9a5deab1ce8fe7da4b96,run_67638929bad0d949aadfd143,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe59a7a0000 length uint64 16384 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9018 05b258e08ae1afe3a4194303a41b1485938f0139eeae662f4ff4a5c811e524af skillsissue-sandbox:local skillsissue-target-run_67638929bad0d949aadfd143 05b258e08ae1afe3a4194303a41b1485938f0139eeae662f4ff4a5c811e524af 9 mmap  05b258e08ae1 20726 21352 21352 skillsissue-detonation 4026532401 2309558316 1 4026532404 2412807554 62 python3 0 140624115924992 detonation mmap 2412807554 62 1785511571410140201 1785511571443983720 65532,904,904,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:014af6c7cf54420131ea40bcf11cce9c63363b3e869fe19b311d2227c3cfc6a1,run_9b3821c14334f65c2c024ef0,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f79b79d3000 length uint64 24576 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9928 addc56fad8d6a5cf2e7e391495edb63acee4cb70f8be51409b99894742cc45b5 skillsissue-sandbox:local skillsissue-target-run_9b3821c14334f65c2c024ef0 addc56fad8d6a5cf2e7e391495edb63acee4cb70f8be51409b99894742cc45b5 9 mmap  addc56fad8d6 24980 24981 24981 skillsissue-detonation 4026532401 412442850 63 4026532405 4160695354 64 pip3 1 140160748302336 detonation mmap 4160695354 64 1785511607688835652 1785511607841801670 65532,2099,2099,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01553767f7447b02287cd25119909b63a505c29bc640576e94170ca1a6a0a99c,run_214cd7b1d37c0c76d5a3530d,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f76e95ad000 length uint64 1052672 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 626688 6 9892 af9a9401fd279e371b42023d797c200f4850e6f87003f7ef207e1bbf15ebf75b skillsissue-sandbox:local skillsissue-target-run_214cd7b1d37c0c76d5a3530d af9a9401fd279e371b42023d797c200f4850e6f87003f7ef207e1bbf15ebf75b 9 mmap  af9a9401fd27 24816 24817 24817 skillsissue-detonation 4026532401 1794677422 60 4026532404 4024113893 61 node 3 140148697911296 detonation mmap 4024113893 61 1785511585454083157 1785511585455878576 65532,317,317,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01a33f745795912ad849f5fa7cc9d373cb6cec84bb841d2af54e167f7d4ced9e,run_848e9e40af5bedfffbbc8c3f,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fde4682a000 length uint64 12288 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9559 fd43621626fe43a89df631d5eecf6335a70d3d7a9a61b20eb196a396138453c2 skillsissue-sandbox:local skillsissue-target-run_848e9e40af5bedfffbbc8c3f fd43621626fe43a89df631d5eecf6335a70d3d7a9a61b20eb196a396138453c2 9 mmap  fd43621626fe 23767 23768 23768 skillsissue-detonation 4026532401 727706403 89 4026532404 799899008 90 cp 1 140592642433024 detonation mmap 799899008 90 1785511587536477065 1785511587537427538 65532,2957,2957,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01a86f30a8862623500bb59800b13cb59b1693b37aeab5bf08cf897ba054e18d,run_8494e00208e6a4c580ba5165,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe32e946000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9032 ad0eba01a1d5eb7c7309157c47f87b891b24de5879e2d966182bf7ad44b4f464 skillsissue-sandbox:local skillsissue-target-run_8494e00208e6a4c580ba5165 ad0eba01a1d5eb7c7309157c47f87b891b24de5879e2d966182bf7ad44b4f464 9 mmap  ad0eba01a1d5 20864 20865 20865 skillsissue-detonation 4026532448 2341853795 37 4026532451 3901209848 38 python 2 140613715779584 detonation mmap 3901209848 38 1785511545396990412 1785511545397631810 65532,686,686,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01ca6b1ec0c911fa497b25556c338ca9edc7d20681c6260bc726278f2b669a3d,run_f866bb7f67a571f1221e7a2a,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fa6d996e000 length uint64 28672 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9190 a87e3cd15b9e1a49663cf24905487edb67980c90a90b4a076e5ce7e3ea111366 skillsissue-sandbox:local skillsissue-target-run_f866bb7f67a571f1221e7a2a a87e3cd15b9e1a49663cf24905487edb67980c90a90b4a076e5ce7e3ea111366 9 mmap  a87e3cd15b9e 21441 21835 21835 skillsissue-detonation 4026532447 3058307402 1 4026532450 77370303 43 python3 2 140354591842304 detonation mmap 77370303 43 1785511566643560798 1785511566661309978 65532,1813,1813,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:01dd173dffc56076a7cf800a2f482c4d80d19657bcbaef5a8c8f3627307f413e,run_0081ee7c8c9f451881e98edf,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f067b764000 length uint64 24576 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9953 00704d92c4b77765e5dc378bdc272658c2888775bc2120f4978731ca484ae59e skillsissue-sandbox:local skillsissue-target-run_0081ee7c8c9f451881e98edf 00704d92c4b77765e5dc378bdc272658c2888775bc2120f4978731ca484ae59e 9 mmap  00704d92c4b7 24833 24834 24834 skillsissue-detonation 4026532401 2063440300 73 4026532405 1445321788 74 curl 0 139665817878528 detonation mmap 1445321788 74 1785511617994742156 1785511618000604567 65532,1889,1889,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:0212ba1b870458504ccfa948e8d01f6102dfccc225336f16ea8f72ad63b919b4,run_872aa26266a0557d6918aabe,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fb284140000 length uint64 8192 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9104 2c44de988926151e1b8a2f2569d26b8f41120ab074f9ce124d29571792b635f2 skillsissue-sandbox:local skillsissue-target-run_872aa26266a0557d6918aabe 2c44de988926151e1b8a2f2569d26b8f41120ab074f9ce124d29571792b635f2 9 mmap  2c44de988926 20690 21317 21317 skillsissue-detonation 4026532400 1471477463 1 4026532403 947821427 63 python3 3 140404696809472 detonation mmap 947821427 63 1785489241129668524 1785489241157956013 65532,1320,1320,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:022a917341b7941c0ec5f9b349f833087af03a9ce883dd5256914c59b76d2d47,run_830f08ad4a52cbf1f2d4ded9,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fadd9547000 length uint64 16384 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9634 46e223e906fbed88d91df0771e15636c1db7889fc9bfab27cd86d86f57845126 skillsissue-sandbox:local skillsissue-target-run_830f08ad4a52cbf1f2d4ded9 46e223e906fbed88d91df0771e15636c1db7889fc9bfab27cd86d86f57845126 9 mmap  46e223e906fb 23631 23632 23632 skillsissue-detonation 4026532336 938318972 63 4026532403 2376094571 64 python 3 140384652259328 detonation mmap 2376094571 64 1785511573823051082 1785511573871965227 65532,1567,1567,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:024d650cfbabf44cdf072d190fcb2d44414cc3936da989d1ac5283e4056aefa2,run_66e83be9ddc6619fedbbb470,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f05ead05000 length uint64 110592 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 28672 6 9584 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 skillsissue-sandbox:local skillsissue-target-run_66e83be9ddc6619fedbbb470 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 9 mmap  07caffc0c123 23744 23749 23749 skillsissue-detonation 4026532400 4236544225 57 4026532403 2895304151 62 find 2 139663391084544 detonation mmap 2895304151 62 1785511594232816475 1785511594233742981 65532,774,774,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:026fa14f9b49213b9a1d2095193f691e970c3ba29a4f961247d38365230eada4,run_0aedc64c1e11fdfea19f3463,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fdb287b2000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9129 a8f996a0e608552433835716cf9633c2cd53a5513ea5b6c081ad4a3e812d4130 skillsissue-sandbox:local skillsissue-target-run_0aedc64c1e11fdfea19f3463 a8f996a0e608552433835716cf9633c2cd53a5513ea5b6c081ad4a3e812d4130 9 mmap  a8f996a0e608 20733 21350 21350 skillsissue-detonation 4026532401 1842083185 1 4026532404 2561762295 60 sh 1 140579253723136 detonation mmap 2561762295 60 1785489246507480939 1785489246508425120 65532,318,318,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:029435f247dc67e9ea252821c1b188282490ad930fb78cd428156dd291cef8ca,run_5b8d3f7e1ad470123e8e013a,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fceb8476000 length uint64 4096 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 12288 6 9129 6dedfa2333cfbdcb5911b4d030dade24b99ddbe3320c67b6a598f8eb7bc116e0 skillsissue-sandbox:local skillsissue-target-run_5b8d3f7e1ad470123e8e013a 6dedfa2333cfbdcb5911b4d030dade24b99ddbe3320c67b6a598f8eb7bc116e0 9 mmap  6dedfa2333cf 21405 21406 21406 skillsissue-detonation 4026532401 3620643087 61 4026532404 2936917522 62 pip 2 140525831675904 detonation mmap 2936917522 62 1785511569462253676 1785511569576135433 65532,1744,1744,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:029a049e759c8c4b190d57b71f82abc348cb0b78cf9769dd2775970c5c6e647a,run_e313c85d88056e7acd773594,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fabca19a000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9498 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 skillsissue-sandbox:local skillsissue-target-run_e313c85d88056e7acd773594 c96bd342f07b3aab9eaf46cdf9ca84e47d3445182b6660db0cf5daefd3cd7ff0 9 mmap  c96bd342f07b 23688 23689 23689 skillsissue-detonation 4026532401 2198443501 77 4026532404 1098223113 78 python 2 140375806812160 detonation mmap 1098223113 78 1785511593790053698 1785511593791129415 65532,2330,2330,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:02e50e464c91a11eca50554d3d5a1c68587212ba57c50658255dedb1a9f8d23d,run_62eca544fcc9067cda7b7a37,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fe8cc4e2000 length uint64 475136 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 65536 6 9018 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 skillsissue-sandbox:local skillsissue-target-run_62eca544fcc9067cda7b7a37 894ef5d139ecc8dacefcfcf38f28ceaf46fae169c712468ceedc939bafb093d3 9 mmap  894ef5d139ec 21342 21343 21343 skillsissue-detonation 4026532401 1646753988 80 4026532404 4267608836 81 python 2 140637836812288 detonation mmap 4267608836 81 1785506382700023359 1785506382700711340 65532,2271,2271,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:02fb088bc42c78b157e78d8be0b7dd80ea3111ca636115ecd18f08b66c0bbc80,run_5a4b54f4e99f1eb50a47be34,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f15fcca0000 length uint64 45056 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 73728 6 9978 a4c3b359c15c876a53c9262236cea2c4b6932983f85e1fd88482c49696b040c3 skillsissue-sandbox:local skillsissue-target-run_5a4b54f4e99f1eb50a47be34 a4c3b359c15c876a53c9262236cea2c4b6932983f85e1fd88482c49696b040c3 9 mmap  a4c3b359c15c 24930 24931 24931 skillsissue-detonation 4026532401 3717732224 64 4026532405 2256784484 65 python3 3 139732412137472 detonation mmap 2256784484 65 1785511602044757399 1785511602096611874 65532,1805,1805,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:0326c27ac69683d0a2e06bf3848e08d1ae36fc5a5e11075bf8e074891fea28e4,run_56b3ee099af0ba27d2681f57,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f57d65ba000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9903 e7b5c8018a987988467946ae6b5e09bed646477ce4b1d3553cbb340ee8e92c3a skillsissue-sandbox:local skillsissue-target-run_56b3ee099af0ba27d2681f57 e7b5c8018a987988467946ae6b5e09bed646477ce4b1d3553cbb340ee8e92c3a 9 mmap  e7b5c8018a98 24892 24893 24893 skillsissue-detonation 4026532401 3733805093 61 4026532404 2536993141 62 python 2 140015235211264 detonation mmap 2536993141 62 1785511601848272862 1785511601849710163 65532,701,701,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:036a4449b3a86f0d40b7883a81474e74273ab43d2f4a0c7526ac058539d51996,run_f866bb7f67a571f1221e7a2a,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f09cd3d5000 length uint64 20480 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9190 a87e3cd15b9e1a49663cf24905487edb67980c90a90b4a076e5ce7e3ea111366 skillsissue-sandbox:local skillsissue-target-run_f866bb7f67a571f1221e7a2a a87e3cd15b9e1a49663cf24905487edb67980c90a90b4a076e5ce7e3ea111366 9 mmap  a87e3cd15b9e 21831 21832 21832 skillsissue-detonation 4026532447 1792926990 39 4026532450 673610378 40 python 2 139680074780672 detonation mmap 673610378 40 1785511566442653057 1785511566466632501 65532,871,871,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:03da628dc37249ca4d8c4218f0d13199638bf7427022cbf488e8e1a3e10c983b,run_138b17f572759ac95d7fb006,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f541a0bb000 length uint64 114688 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9118 0948bb74d309c9eae4a960f58ff7e7e654b226191c7711b4858fca385f6a6018 skillsissue-sandbox:local skillsissue-target-run_138b17f572759ac95d7fb006 0948bb74d309c9eae4a960f58ff7e7e654b226191c7711b4858fca385f6a6018 9 mmap  0948bb74d309 21347 21348 21348 skillsissue-detonation 4026532400 17768244 80 4026532403 2919297915 81 python 1 139999190953984 detonation mmap 2919297915 81 1785511563494315426 1785511563495291565 65532,2286,2286,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:04268493a1067a6178bb822d96cb8a57748876bc142c273e6c06c9f993ac49d6,run_e16639c58e151d4400255ce2,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7fc7cc908000 length uint64 475136 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 65536 6 9304 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a skillsissue-sandbox:local skillsissue-target-run_e16639c58e151d4400255ce2 d5289cf37afcff3ff98f0cd3077a70c175af537da7d0667022a12229d32b093a 9 mmap  d5289cf37afc 20688 21299 21299 skillsissue-detonation 4026532401 772224681 1 4026532404 2129488018 59 python3 3 140496107241472 detonation mmap 2129488018 59 1785490432042294430 1785490432043172276 65532,1570,1570,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:044e3a78f52e01dfffe3770fd806bf96f7ea62d4a3523ee940c6cf12ca6e6735,run_d6848466ec5cee5902056a55,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,/proc/meminfo,636,908,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:045aef3e2c52a2763d74ac96c33c23c788c2521e67833a20f13c104d221a4c6c,run_e5dd8d163a0bb0f783945e19,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f5b01f67000 length uint64 118784 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 16384 6 9634 8db4a72131fca454aaa8d62c67c205bc6414708ac792ba55b300b16bf250b0e8 skillsissue-sandbox:local skillsissue-target-run_e5dd8d163a0bb0f783945e19 8db4a72131fca454aaa8d62c67c205bc6414708ac792ba55b300b16bf250b0e8 9 mmap  8db4a72131fc 23151 23710 23710 skillsissue-detonation 4026532401 471146800 1 4026532404 3180738520 63 python3 3 140028851679232 detonation mmap 3180738520 63 1785511588230156466 1785511588288280452 65532,3276,3276,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:04770b45887daa86dd0e6e1fe9cc2480a0b6cd1f12c026c78dcf83f4863c7f26,run_66e83be9ddc6619fedbbb470,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f21372de000 length uint64 438272 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 8192 6 9584 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 skillsissue-sandbox:local skillsissue-target-run_66e83be9ddc6619fedbbb470 07caffc0c123bc44705d8b81b3f74f07af8bc3cb2daef881a3cbabff30832b53 9 mmap  07caffc0c123 23791 23792 23792 skillsissue-detonation 4026532400 3101003766 95 4026532403 744218236 96 find 2 139780636401664 detonation mmap 744218236 96 1785511595648762256 1785511595650359993 65532,2688,2688,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:0488743e9f96eb29e7b4bb3e6717403c5215791c6bcba47fb3faa4331c4a43be,run_848e9e40af5bedfffbbc8c3f,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f75e8a84000 length uint64 1400832 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 155648 6 9559 fd43621626fe43a89df631d5eecf6335a70d3d7a9a61b20eb196a396138453c2 skillsissue-sandbox:local skillsissue-target-run_848e9e40af5bedfffbbc8c3f fd43621626fe43a89df631d5eecf6335a70d3d7a9a61b20eb196a396138453c2 9 mmap  fd43621626fe 23172 23736 23736 skillsissue-detonation 4026532401 2209905486 1 4026532404 3821685553 66 sh 2 140144391241728 detonation mmap 3821685553 66 1785511586302162868 1785511586303001591 65532,888,888,"Observed process injection, executable anonymous memory, or memory-resident execution"
1,finding:v1:04c95e49f2e88f41e1567c0bd90a7903da6db99da687aad3f2aaefd751beeb1f,run_575189866600b681e65e8317,behavior.process_injection_or_memory_execution,behavioral,critical,skill,process-memory,addr trace.Pointer 0x7f02e88b0000 length uint64 475136 prot string PROT_READ|PROT_EXEC flags int32 2066 fd int32 3 off int64 65536 6 9068 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 skillsissue-sandbox:local skillsissue-target-run_575189866600b681e65e8317 9fce26577564cb40737c1ef84d9f12ee65aa2f5676324f4aa0a8c97abf1c3976 9 mmap  9fce26577564 21325 21326 21326 skillsissue-detonation 4026532401 771850908 81 4026532404 2838376585 82 python 1 139650468085760 detonation mmap 2838376585 82 1785489243435355631 1785489243435955334 65532,2265,2265,"Observed process injection, executable anonymous memory, or memory-resident execution"
